flow,guided_ranks,guided_memory_mb,guided_error,guided_select_time_sec,svd_tol,svd_ranks,svd_memory_mb,svd_error,svd_select_time_sec,memory_ratio_svd_over_guided,select_time_ratio_guided_over_svd
smooth_tgv,"[15, 30, 30]",0.272369384765625,1.0658974556396888e-15,0.2629207999998471,1e-30,"[7, 11, 64]",0.152069091796875,2.253446877875747e-08,0.01912070000253152,0.5583193277310924,13.750584443301614
perturbed_amp0.1,"[13, 26, 26]",0.191619873046875,7.973755129685806e-08,0.24461510000401177,1e-16,"[10, 28, 28]",0.17950439453125,3.0729594075381705e-08,0.019223800001782365,0.9367733715559803,12.724596592834502
perturbed_amp0.3,"[11, 22, 22]",0.129913330078125,5.310958925969041e-06,0.23733310000534402,1e-12,"[7, 24, 25]",0.115570068359375,2.9762807027471397e-06,0.019601599997258745,0.8895936105238431,12.107843239252649
